"COMMON_NAME","SPECIES_CODE","YEAR","STRATUM","BIOMASS","stratum_resid_mean","stratum_resid_sd","n","stratum_resid_se","weighted_resid_mean","weighted_resid_se"
"flathead sole",10130,2008,40,95714.12,0.0266842186713612,0.0793933470303242,93,0.00823270657534155,0.00477089232040422,0.00147193204568484
"flathead sole",10130,2008,50,51732.62,0.0873340847587856,0.0913653077516301,25,0.018273061550326,0.00843951248513224,0.00176581378875735
"flathead sole",10130,2008,60,213735.37,0.0173899395212142,0.107744161995556,456,0.00504558267028985,0.00694294271251645,0.00201445159647353
"flathead sole",10130,2009,30,136055.53,-0.0361742015154195,0.0803134120769093,450,0.00378601055332081,-0.0120397073275285,0.0012600819670197
"flathead sole",10130,2009,40,100107.49,-0.060590941921626,0.0853708596848351,132,0.00743057957042944,-0.0148379893190618,0.001819659124017
"flathead sole",10130,2009,50,49954.43,-0.0437233565180277,0.103715950766298,106,0.0100737836680247,-0.00534303820720248,0.00123102651113155
"flathead sole",10130,2009,60,122671.57,-0.0199036277642672,0.0986002684830096,570,0.0041299107812719,-0.00597278583103392,0.00123932545815088
"flathead sole",10130,2010,10,8054.68,-0.0223060623301527,0.224795258375626,21,0.0490543470177838,-0.000367805191056183,0.000808858291973077
"flathead sole",10130,2010,30,163406.33,0.0134393192533523,0.112871112772858,516,0.00496887367694223,0.00449565316690194,0.00166216251437803
"flathead sole",10130,2010,40,131364.51,0.0161812533648684,0.132377975399643,279,0.0079252620844486,0.00435147867988276,0.00213126932848331
"flathead sole",10130,2010,50,51107.98,-0.0256147508749541,0.106343580136367,71,0.0126206610372508,-0.0026799426741017,0.00132043634756458
"flathead sole",10130,2010,60,134553.88,-0.0338008232116012,0.120996092361367,368,0.00630735732548153,-0.00931043891106256,0.00173736197788766
"flathead sole",10130,2011,30,168756.59,0.0141870030330688,0.0979851545402405,602,0.00399357675933272,0.00420682736156904,0.00118420274828496
"flathead sole",10130,2011,40,230433.68,0.0145536412288234,0.0923884942898035,162,0.00725872564621496,0.00589278922430548,0.00293906793479913
"flathead sole",10130,2011,50,53296.88,-0.0301185200048738,0.158386467263146,121,0.0143987697511951,-0.00282058180861201,0.00134843637801731
"flathead sole",10130,2011,60,116623.5,-0.0338377262788439,0.143182974291516,492,0.00645518700600138,-0.00693410687478921,0.00132281218387743
"flathead sole",10130,2012,30,152647.56,-0.0075950082933381,0.0972432248816781,438,0.00464646101529332,-0.00313515444422409,0.00191801935421038
"flathead sole",10130,2012,40,72937.89,0.00929858106165245,0.172976136352205,168,0.0133453986513224,0.00183404800072129,0.00263224050562149
"flathead sole",10130,2012,50,34261.43,-0.0242934651161289,0.116346255521605,93,0.0120645446838667,-0.00225079411779066,0.00111778233687385
"flathead sole",10130,2012,60,109946.54,-0.024181632624815,0.116360691574957,384,0.00593800667658365,-0.00718965426331688,0.00176548108559441
"flathead sole",10130,2013,10,4611.68,-0.00973341781866603,0.0826478421457179,24,0.0168704201332583,-9.25277083531099e-05,0.00016037340048128
"flathead sole",10130,2013,30,139617.17,-0.00396567575566685,0.0973124583311571,432,0.00468194783441648,-0.00114130917414142,0.00134745005529898
"flathead sole",10130,2013,40,145429.5,0.0219517456323691,0.135938144391803,210,0.00938062316456913,0.0065806508329183,0.00281210463509513
"flathead sole",10130,2013,50,51480.61,0.00631615322887659,0.141127238988094,94,0.0145561632718162,0.000670260485744791,0.00154467770359703
"flathead sole",10130,2013,60,143985,0.00801185270416183,0.119403023274382,382,0.00610919013472801,0.00237792132882643,0.00181321025980414
"flathead sole",10130,2014,10,5283.65,0.0442004016423767,0.10304588944776,14,0.0275401723877789,0.000458226005345768,0.00028550924224378
"flathead sole",10130,2014,30,245752.37,0.0225034578330248,0.105270564277668,370,0.00547275603856705,0.0108509171235499,0.00263890210351357
"flathead sole",10130,2014,40,65992.56,-0.0177372576556168,0.101840089744918,141,0.00857648272202694,-0.00229668231561084,0.00111051305564046
"flathead sole",10130,2014,50,62198.66,-0.0306158354913387,0.10595000353734,152,0.00859368007131834,-0.00373634198177602,0.00104876862294032
"flathead sole",10130,2014,60,130432.73,0.0135509855308481,0.113713814976903,466,0.00526769075738635,0.00346798285331104,0.00134811310819971
"flathead sole",10130,2015,10,7559.32,-0.038731180093571,0.0996838429097463,58,0.0130891298262277,-0.000766264405417261,0.000258957621727322
"flathead sole",10130,2015,30,127145.1,-0.0157025683024019,0.11775886909925,478,0.00538616530352069,-0.0052252311974703,0.00179231565414579
"flathead sole",10130,2015,40,56047.06,0.00624843461294053,0.0927468127892371,249,0.00587759044233934,0.000916556534430424,0.000862158966259346
"flathead sole",10130,2015,50,45566.73,0.00548232094317129,0.151611514490243,88,0.0161618417485394,0.000653803907670447,0.00192740910280129
"flathead sole",10130,2015,60,145771.03,0.00962187389150006,0.104669584573294,392,0.0052866123596968,0.00367084523943692,0.00201689775112152
"flathead sole",10130,2016,10,14602.83,0.00405045120785109,0.0913959120611101,39,0.0146350586636777,0.000136471160793301,0.000493096532119384
"flathead sole",10130,2016,30,169397.9,-0.00113651838886227,0.112241795044325,428,0.00542541194326669,-0.000444206531867291,0.00212051423618622
"flathead sole",10130,2016,40,61986.76,0.0529258271581806,0.110549836262062,354,0.00587565750559677,0.00756949736454456,0.000840341594863609
"flathead sole",10130,2016,50,50247.97,-0.0142168999730868,0.120883125749681,73,0.0141482997143967,-0.00164825302005906,0.00164029976838134
"flathead sole",10130,2016,60,137175.16,0.0368341855454216,0.10188410339648,384,0.00519925137963203,0.0116580791113584,0.00164557144419129
"flathead sole",10130,2017,10,11375.12,-0.0249875407669761,0.118153502573711,87,0.0126673851144265,-0.000535011607402956,0.000271223092134719
"flathead sole",10130,2017,30,203355.3,-0.0314571189287419,0.0948971131614208,396,0.00476875936430803,-0.0120408776076393,0.00182534350892042
"flathead sole",10130,2017,40,96580.01,0.00582580743491545,0.0900105700183528,273,0.00544768752063202,0.00105907587038396,0.00099033729949863
"flathead sole",10130,2017,50,57601.93,-0.00080384270378628,0.107123979757177,63,0.0134963528518575,-8.71549004347704e-05,0.00146331276441978
"flathead sole",10130,2017,60,162358.87,-0.00765971839158297,0.173279852178615,376,0.00893622605428035,-0.0023408442850851,0.00273095075040581
"flathead sole",10130,2018,10,13650.43,0.0105657113384807,0.120053820777552,69,0.0144527816305116,0.000297653106386967,0.000407158137340603
"flathead sole",10130,2018,30,161123.28,-0.0196612679729149,0.0994375027030185,412,0.00489893413804126,-0.00653785316542963,0.00162901559074147
"flathead sole",10130,2018,40,77784.4,-0.00461277131313138,0.118914028851773,468,0.0054968029281676,-0.000740490985635071,0.000882405118704534
"flathead sole",10130,2018,50,61510.11,0.0281434816244959,0.105549227019881,72,0.0124390956957927,0.00357264342201379,0.00157906736651564
"flathead sole",10130,2018,60,170477.38,-0.015305035549606,0.120476172644983,376,0.00621308420669889,-0.00538476123052956,0.00218594558959447
"flathead sole",10130,2019,10,17107.7,0.0101294120511938,0.0882824557874292,60,0.0113972160342335,0.000292769335423488,0.000329412541138281
"flathead sole",10130,2019,30,181416.75,0.0169572330417746,0.0968926896806498,438,0.00462971179550914,0.00519735155672116,0.0014189956432327
"flathead sole",10130,2019,40,121485.72,-0.0132273683323684,0.118148311323598,465,0.00547899674291337,-0.0027148660218224,0.00112454282040453
"flathead sole",10130,2019,50,53375.38,0.0403802388166323,0.100146395791311,74,0.0116417820394438,0.00364132620075575,0.00104980869866113
"flathead sole",10130,2019,60,218517.09,-0.0137978442456317,0.115120461885668,396,0.00578502087526014,-0.00509385255120452,0.00213569908600357
"northern rock sole",10261,1999,10,533041.62,-0.0955724375000683,0.206159899448511,210,0.01422638463269,-0.0315160026445739,0.00469129790381524
"northern rock sole",10261,1999,20,51077.71,-0.149460280507493,0.17296149805501,107,0.0167208191369779,-0.00472274564954624,0.000528355597673677
"northern rock sole",10261,1999,30,720119.7,-0.129630966130396,0.0886522527144347,94,0.00914378169783718,-0.0577498413271396,0.00407350155555372
"northern rock sole",10261,1999,40,225297.46,-0.158485278384139,0.107688205006058,225,0.00717921366707052,-0.022089331263808,0.0010006230895541
"northern rock sole",10261,1999,60,86914.92,-0.089777104194581,0.0910146128646477,50,0.0128714099887322,-0.00482722201275674,0.000692082398850366
"northern rock sole",10261,2000,10,1222873.13,-0.00525426737685647,0.121556523719395,40,0.0192197739702786,-0.00310048587996771,0.0113413790233628
"northern rock sole",10261,2000,20,245774.36,-0.0411538519472061,0.111137215164882,68,0.0134773669724061,-0.00488071277875365,0.00159837181925423
"northern rock sole",10261,2000,30,299442.97,-0.0520144621931949,0.138192781081333,250,0.00874007888820081,-0.00751578625170723,0.00126289039580554
"northern rock sole",10261,2000,40,240953.7,0.0130525315234588,0.0981453568369083,339,0.0053305240763131,0.00151762522516504,0.000619783050285914
"northern rock sole",10261,2000,60,63309.22,-0.0149939043919553,0.0918255356227477,84,0.010018987326693,-0.000458055272315218,0.000306074378513002
"northern rock sole",10261,2001,10,1173323.89,0.020015015755256,0.0910717032092644,118,0.0083838298383218,0.0100633815367085,0.00421531911008953
"northern rock sole",10261,2001,20,239283.28,-0.0472191612365149,0.128583615767448,50,0.0181844693317296,-0.0048417315957331,0.00186458881118349
"northern rock sole",10261,2001,30,330285.91,0.00896027502515246,0.0848541852750444,174,0.00643277918464929,0.00126818168241376,0.00091045561727565
"northern rock sole",10261,2001,40,540584.49,-0.0194625717118043,0.104420405894914,357,0.00552651392930556,-0.00450851891195105,0.00128022097677477
"northern rock sole",10261,2001,60,50141.21,-0.0666735226882718,0.094576068018835,86,0.010198399693148,-0.00143257807624963,0.000219127522053139
"northern rock sole",10261,2002,10,909359,0.0207301411148501,0.10178143411227,111,0.00966066620068175,0.010309366631083,0.00480437394089875
"northern rock sole",10261,2002,20,258363.21,0.0100448726859003,0.107974136066301,139,0.00915824669031956,0.00141928451743977,0.00129400920657857
"northern rock sole",10261,2002,30,267177.67,0.0312285583045157,0.167891781780816,268,0.0102556228460762,0.00456295777669019,0.00149849934037903
"northern rock sole",10261,2002,40,393645.08,0.0334769624699004,0.104244076373872,348,0.00558806904815081,0.00720684580247945,0.00120298703921661
"northern rock sole",10261,2003,10,909049.36,0.0279818109013945,0.120261485287096,257,0.00750170534268552,0.0120672666373302,0.0032351401031146
"northern rock sole",10261,2003,20,301390.74,-0.00289572073017018,0.118546802305538,149,0.00971173245241569,-0.000414030377207188,0.0013885842680598
"northern rock sole",10261,2003,30,391877.51,0.0713773780394282,0.071987929799006,30,0.0131431376730046,0.013269561046079,0.00244340255245321
"northern rock sole",10261,2003,40,484344.07,0.104150831131933,0.0699673351240126,183,0.00517213423956771,0.0239310830049113,0.00118841849320287
"northern rock sole",10261,2003,60,21259.53,0.05315430672419,0.0708123210959089,24,0.0144545045155915,0.000536090045999451,0.000145781526807803
"northern rock sole",10261,2004,10,1018244.89,-0.0601030984567486,0.155253386482043,106,0.0150795419373096,-0.0278963668848185,0.00699904738922762
"northern rock sole",10261,2004,20,285178.83,-2.50093597389171e-05,0.137297403741538,52,0.0190397241991614,-3.25101072195002e-06,0.00247500728369806
"northern rock sole",10261,2004,30,436484.39,0.0351389544236157,0.0650683393209533,58,0.0085438915283404,0.00699127035365577,0.00169989848948928
"northern rock sole",10261,2004,40,425924.42,0.0713899207213706,0.086132017155774,444,0.00408764463868472,0.0138601517646574,0.000793604678078853
"northern rock sole",10261,2004,50,4771.46,-0.0194217848127174,0.0835510082206791,49,0.0119358583172399,-4.22414648956891e-05,2.59599282439513e-05
"northern rock sole",10261,2004,60,23218.35,-0.0242210497597201,0.101936485099359,46,0.015029714766604,-0.000256343825311123,0.000159067200423886
"northern rock sole",10261,2005,10,901180.42,-0.0391059805021937,0.116773173524456,105,0.0113958948560949,-0.0168695029093992,0.00491595093541551
"northern rock sole",10261,2005,20,297718.35,-0.0351821188458262,0.108199813361313,61,0.0138535665121042,-0.00501389175363216,0.00197430641394341
"northern rock sole",10261,2005,30,478567.61,-0.0157906474931264,0.0829664371025846,128,0.00733326628576559,-0.00361735056482571,0.00167991812573731
"northern rock sole",10261,2005,40,411601.93,-0.0199719647020772,0.0908330972746073,351,0.00484831205699359,-0.00393500738004438,0.000955246216865369
"northern rock sole",10261,2006,10,1015692.69,-0.00954396694085876,0.142389421199266,253,0.00895194621219408,-0.00439159813847549,0.00411918341343991
"northern rock sole",10261,2006,20,285637.99,-0.0287876568058895,0.103212619183313,58,0.0135524808510698,-0.0037252345661641,0.00175374364312116
"northern rock sole",10261,2006,30,474482.91,0.0654948131203422,0.160875699865845,88,0.0171494072278042,0.0140785789628743,0.0036863878576079
"northern rock sole",10261,2006,40,406338.25,-0.0527229659537322,0.115249883679749,447,0.00545113244565154,-0.00970552156147983,0.00100347320240257
"northern rock sole",10261,2006,60,25185.25,0.00692713250577849,0.111215837204871,66,0.0136897232220623,7.90371188576176e-05,0.000156196850648872
"northern rock sole",10261,2007,10,934601.55,0.00763285017512313,0.149001934186914,168,0.011495748797936,0.00351280836932232,0.00529060071434784
"northern rock sole",10261,2007,20,395301.76,0.0555504509430335,0.168736724690455,53,0.0231777716623356,0.0108132827905232,0.00451171493992059
"northern rock sole",10261,2007,30,363910,-0.0335422775433298,0.0917290389993594,204,0.00642231732189158,-0.00601073750319506,0.00115087186713084
"northern rock sole",10261,2007,40,311002.7,-0.0615703489078844,0.088878978582881,273,0.00537920049138404,-0.00942924669498701,0.000823802517847357
"northern rock sole",10261,2007,60,25944.81,-0.00391076132197613,0.0872098963622118,42,0.0134567791585361,-4.99635202997562e-05,0.000171922549933862
"northern rock sole",10261,2008,10,794206.83,-0.020035405189369,0.107708701184524,127,0.00955760171168421,-0.00783230572554615,0.00373628872994464
"northern rock sole",10261,2008,20,400115.36,-0.0818090403144437,0.106133829768942,47,0.0154812101768857,-0.0161118127438939,0.00304893393762021
"northern rock sole",10261,2008,30,381986.7,-0.0563828135320722,0.100675259382332,152,0.00816584182485503,-0.0106011473109056,0.00153534892425332
"northern rock sole",10261,2008,40,433856.02,0.00899300673232446,0.0795766781438813,165,0.00619503599148929,0.00192047399293435,0.00132296192598004
"northern rock sole",10261,2008,50,1336.79,-0.0142094736194061,0.0967337664292312,18,0.0228003674039417,-9.34972983836866e-06,1.50024751903028e-05
"northern rock sole",10261,2008,60,20116.6,-0.126817786932645,0.148003478129808,26,0.0290258701178267,-0.00125571948855217,0.000287407245156373
"northern rock sole",10261,2009,10,623234.01,-0.0303716880990653,0.0948624622254948,188,0.00691855612299557,-0.012310783569648,0.00280435011603068
"northern rock sole",10261,2009,20,67740.8,0.0232808653869044,0.111535096489033,167,0.008630844890615,0.00102568749585992,0.000380250026615843
"northern rock sole",10261,2009,30,444893.45,-0.0701899406182643,0.0947233403443212,192,0.0068360682557918,-0.0203093725834314,0.0019780079024104
"northern rock sole",10261,2009,40,384056.35,-0.0308188728937208,0.0878495522521418,300,0.00507199626409622,-0.00769798963429137,0.00126689171277682
"northern rock sole",10261,2009,60,17643.56,0.00319517296012968,0.106125366518621,52,0.0147169404080883,3.6664537503027e-05,0.000168876558563599
"northern rock sole",10261,2010,10,1070598.09,0.00830618046875654,0.0895715648136791,180,0.00667627025914716,0.00430661332877358,0.00346153260125855
"northern rock sole",10261,2010,20,56413.76,-0.000785674257351186,0.109880580742616,112,0.0103827389485826,-2.14652338115675e-05,0.000283664530243322
"northern rock sole",10261,2010,30,488840.09,-0.034786564530826,0.113370959411205,166,0.00879929297468382,-0.00823543244628873,0.00208316008911706
"northern rock sole",10261,2010,40,441503.54,-0.0681163868809801,0.100701538915253,270,0.00612850049326316,-0.0145644418777817,0.00131037762452153
"northern rock sole",10261,2010,60,7510.87,-0.03924024109087,0.107627917260525,26,0.0211075711661064,-0.000142734831047144,7.6777958556191e-05
"northern rock sole",10261,2011,10,1113064.52,0.00982899970829513,0.0773550845306777,157,0.00617360784108182,0.00553351631338891,0.0034756089851403
"northern rock sole",10261,2011,20,150184.88,0.0295074313353741,0.0810209036107319,58,0.0106385658401966,0.00224145048815349,0.000808129258176904
"northern rock sole",10261,2011,30,443661.72,-0.0275394434602016,0.0899138410678168,130,0.00788596553552264,-0.00617986020529469,0.00176961326991701
"northern rock sole",10261,2011,40,263647.56,0.0247447621013106,0.087957653903342,81,0.00977307265592689,0.00329973126882003,0.00130324604872657
"northern rock sole",10261,2011,50,551.25,0.0124077186861163,0.0825960151576288,18,0.0194680674723154,3.45948995474627e-06,5.42803923610545e-06
"northern rock sole",10261,2011,60,5989.3,-0.0227265787806983,0.10197510334701,52,0.0141414024591686,-6.88464677067505e-05,4.28390747735501e-05
"northern rock sole",10261,2012,10,716344.51,-0.0373908370577787,0.097174746291674,187,0.00710612122846513,-0.0139574848915201,0.00265261725834988
"northern rock sole",10261,2012,20,191431.04,0.00207328374987947,0.0765392414421744,48,0.0110474879125523,0.000206819338349503,0.00110203639064408
"northern rock sole",10261,2012,30,660091.24,0.0369178367209933,0.0803244877543714,22,0.0171252383301294,0.0126987290220245,0.00589061495220919
"northern rock sole",10261,2012,40,343252.35,-0.0185776932478346,0.0978033797483186,111,0.00928308598997346,-0.00332296179952035,0.00166045050452859
"northern rock sole",10261,2012,60,7902.88,-0.0290894068019279,0.0992284624983257,74,0.01153507446161,-0.000119795442069404,4.75035243530808e-05
"northern rock sole",10261,2013,10,906924.56,-0.00166783190039714,0.097937427369507,127,0.00869054136917999,-0.000863516423005192,0.00449950933023048
"northern rock sole",10261,2013,20,192134.57,0.0246516010755625,0.0853689795154981,55,0.0115111508495952,0.00270394470635815,0.00126261638375725
"northern rock sole",10261,2013,30,408525.71,0.0441961757639506,0.0946256196853638,170,0.00725745373466606,0.0103074502656677,0.0016925863410669
"northern rock sole",10261,2013,40,232756.77,0.0270589850214493,0.0776112732063692,132,0.00675519425775101,0.00359551401972979,0.000897609265110602
"northern rock sole",10261,2013,60,11330.59,-0.0337999527352263,0.0848263464935771,26,0.0166358152322128,-0.000218633033316523,0.0001076078056796
"northern rock sole",10261,2014,10,966363.66,0.0282443316029341,0.0912498997692966,171,0.00697805424039613,0.0183774522039016,0.00454033963635347
"northern rock sole",10261,2014,20,239171.61,0.0646095467595831,0.096973325797923,61,0.0124161620718823,0.0104044644752762,0.00199944936430017
"northern rock sole",10261,2014,40,271921.49,-0.0599266612127374,0.101554180137298,39,0.0162616833765747,-0.0109717782971069,0.00297729893731513
"northern rock sole",10261,2014,60,7748.88,0.0519799359639399,0.116055810409225,34,0.0199034072827493,0.000271199001232082,0.000103843609579311
"northern rock sole",10261,2015,10,718613.55,-0.0186564788964865,0.126686676507481,160,0.0100154611740146,-0.00949973673585917,0.00509979642832152
"northern rock sole",10261,2015,20,174431.06,-0.0659230555345141,0.132270590000754,56,0.0176754010760453,-0.00814793649630937,0.00218463850540142
"northern rock sole",10261,2015,30,313869.93,0.017652813898814,0.148353397014861,120,0.0135427503379265,0.00392599859784399,0.0030119174847939
"northern rock sole",10261,2015,40,197011.4,-0.0298746569595123,0.13155589516652,66,0.0161934112831677,-0.00417042937720234,0.00226056078983492
"northern rock sole",10261,2015,60,7355.12,0.0631025218941957,0.110302253369288,88,0.0117582597169851,0.000328869021195847,6.12800764219082e-05
"northern rock sole",10261,2016,10,764734.46,0.0491913756952226,0.103029771690373,122,0.00932787724457831,0.025763968682715,0.00488547298808043
"northern rock sole",10261,2016,20,208183.1,0.0587165544592969,0.182703230009786,88,0.0194762297592851,0.00837180623036362,0.00277692080443524
"northern rock sole",10261,2016,30,229431.14,0.0419310068404129,0.102944923711176,218,0.00697231001626027,0.00658871599106665,0.00109557518314902
"northern rock sole",10261,2016,40,251149.69,0.000641843109389519,0.142980095848878,357,0.0075673091341695,0.000110401420995436,0.00130162911979951
"northern rock sole",10261,2016,60,6615.95,0.0350747152689777,0.0752024667772419,30,0.0137300291446427,0.00015892766485931,6.22123787370646e-05
"northern rock sole",10261,2017,10,724698.76,-0.00825638030425646,0.122402762065989,111,0.0116179560317124,-0.00450329785769618,0.00633681039152792
"northern rock sole",10261,2017,20,132189.55,-0.0329739761332699,0.172546416059988,107,0.0166806916459245,-0.00328058964034774,0.0016595664407072
"northern rock sole",10261,2017,30,229169.34,-0.0296381320902478,0.105078333429311,300,0.00606670040914102,-0.00511199957385515,0.00104638746503328
"northern rock sole",10261,2017,40,233882.56,-0.0137729301505578,0.103393516465208,120,0.00943849354462941,-0.00242441883594566,0.00166143741980891
"northern rock sole",10261,2017,60,8727.97,0.0323619105282891,0.102848633178412,68,0.0124722287660293,0.000212584141387048,8.19295894502724e-05
"northern rock sole",10261,2018,10,536625.08,-0.0044939490778658,0.192526171056627,154,0.0155142009813308,-0.00231050828677208,0.00797643438074644
"northern rock sole",10261,2018,20,115494.06,-0.00174187292626526,0.161467180733176,148,0.0132725204977926,-0.000192745627525177,0.00146866068908533
"northern rock sole",10261,2018,30,176126.25,0.00537295184085639,0.175787571272944,200,0.0124300583695412,0.000906662082593138,0.00209751788995864
"northern rock sole",10261,2018,40,208006.56,0.0100440430306866,0.136964971828784,297,0.00794751374799764,0.00200167706737984,0.0015838598026163
"northern rock sole",10261,2018,60,7486.26,-0.0325720589058789,0.0942251802973507,88,0.0100444379690659,-0.000233624580731528,7.20441902671159e-05
"northern rock sole",10261,2019,10,451616.07,0.0278051360388137,0.176880249049046,172,0.0134869925500273,0.0129803469014848,0.00629616922976813
"northern rock sole",10261,2019,20,145667.86,0.0311278743127958,0.145635715598604,108,0.014013803267413,0.00468710941881266,0.00211014181784582
"northern rock sole",10261,2019,30,211186.03,0.0370809002304556,0.098149300422783,176,0.00739828188496004,0.00809482274126237,0.00161505734964483
"northern rock sole",10261,2019,40,152788.39,0.029218649159613,0.159229034592071,186,0.0116752392752812,0.00461468834471863,0.0018439452936761
"northern rock sole",10261,2019,60,6146.17,0.0441635348354968,0.0970201151093774,60,0.0125252430021915,0.000280582307905575,7.9576093755257e-05
"Pacific cod",21720,1998,20,20028.03,0.0276725337321838,0.0824150303926761,73,0.00964594970336278,0.00212803535213775,0.000741779635083626
"Pacific cod",21720,1998,40,147480.99,0.0476151349975748,0.0904727381171207,360,0.00476833197670058,0.026963281379124,0.00270018927392311
"Pacific cod",21720,1998,60,92931.36,-0.00197971708891687,0.0952639442112734,222,0.00639369730009671,-0.000706410432546157,0.00228142419975856
"Pacific cod",21720,1999,10,23398.69,-0.0081252045768402,0.166494242651057,70,0.0198998682106006,-0.000337955683983676,0.000827705137599613
"Pacific cod",21720,1999,30,198066.17,-0.0857258262986362,0.124502889878289,556,0.00528009864539647,-0.030182547349172,0.00185902935269243
"Pacific cod",21720,1999,40,183461.31,-0.0421888331722888,0.0939642124678045,681,0.00360071644541146,-0.0137586528006791,0.00117426825254442
"Pacific cod",21720,1999,50,21033.23,-0.0284249586273481,0.0657969539261396,13,0.018248791626926,-0.00106277105845096,0.000682297830123831
"Pacific cod",21720,1999,60,136597.03,-0.00601735501194884,0.0805449866131171,336,0.00439408926195017,-0.00146110288542578,0.00106694992844946
"Pacific cod",21720,2000,10,64614.83,-0.0505230314827462,0.198105300453251,106,0.0192416877588281,-0.00614592978839734,0.002340676291691
"Pacific cod",21720,2000,20,16243.12,-0.00618402699726126,0.0858474114168582,27,0.0165213420302519,-0.000189106656847889,0.00050522026494469
"Pacific cod",21720,2000,30,117888.11,-0.0244121475195791,0.10325039496601,274,0.00623758447440333,-0.00541803714378227,0.0013843708073078
"Pacific cod",21720,2000,40,180781.67,0.0116795364957718,0.0904249101012927,777,0.00324397557997648,0.0039750810606483,0.0011040734273863
"Pacific cod",21720,2000,50,28130.73,0.0233996330163321,0.0732202386267334,91,0.00767556658935651,0.00123924174882111,0.000406497082956306
"Pacific cod",21720,2000,60,123512.12,-0.0250875598997211,0.103892141058963,160,0.00821339491844551,-0.00583356425508646,0.001909845644641
"Pacific cod",21720,2001,10,117403.34,0.0152191807576582,0.116340069247848,286,0.00687933250964811,0.00225415651107382,0.00101891766813151
"Pacific cod",21720,2001,30,195753.15,0.0117046338981236,0.0689349673647856,392,0.00348174163460809,0.00289053966208403,0.000859839989491454
"Pacific cod",21720,2001,40,291709.54,-0.0255965560335806,0.10948292321456,783,0.0039126004776338,-0.0094198612849415,0.00143988721429375
"Pacific cod",21720,2001,50,22171.32,0.00621688621719698,0.0556296226661038,48,0.00802944440529809,0.000173890881245438,0.000224589467261968
"Pacific cod",21720,2001,60,165623.96,0.012895255030228,0.0824601774774349,240,0.00532278156825688,0.00269442090382371,0.001112177610321
"Pacific cod",21720,2002,10,55603.94,-0.0191179094296334,0.086054913419521,249,0.00545350855107348,-0.00181849785359511,0.000518738391935139
"Pacific cod",21720,2002,20,28705.55,0.00880479054583035,0.0628400772035539,110,0.00599156627188934,0.000432366192627725,0.000294220593138389
"Pacific cod",21720,2002,30,104945.53,0.0285103021589735,0.102721434055605,404,0.00511058235585149,0.00511838078319269,0.000917489627968772
"Pacific cod",21720,2002,40,249272.7,0.016853012035548,0.086858271393721,666,0.00336568965162996,0.00718652723278884,0.00143521053017321
"Pacific cod",21720,2002,50,23958.99,0.0339959877024136,0.0828559157097109,27,0.0159456284129848,0.00139335890218605,0.000653547221356532
"Pacific cod",21720,2002,60,122078.78,0.0504404400465705,0.0989717454974577,90,0.0104325379924827,0.0105338195444081,0.00217869773740139
"Pacific cod",21720,2003,10,71603.65,0.0357970105552352,0.0844522864551331,178,0.00632996649062782,0.00433724891864056,0.000766953438029237
"Pacific cod",21720,2003,20,15067.29,-0.0121961348062403,0.115238096811954,53,0.0158291699664636,-0.000310949447758472,0.00040357635740697
"Pacific cod",21720,2003,30,139985.88,0.0422631718163378,0.092187518505346,706,0.00346952302772381,0.0100110296059108,0.000821838405784425
"Pacific cod",21720,2003,40,239501.74,0.0558188975464204,0.114422537977438,885,0.00384627153781384,0.0226215497547078,0.00155876641759923
"Pacific cod",21720,2003,50,18756.24,0.032869928719351,0.101342731381694,53,0.01392049473469,0.00104322255963144,0.000441807290561902
"Pacific cod",21720,2003,60,106058.11,0.0194668284491029,0.0825065529931185,156,0.00660581100380482,0.0034935865892839,0.00118550244558713
"Pacific cod",21720,2004,10,59814.71,0.0163869887983666,0.627115263368525,164,0.0489694749090133,0.00174313848756823,0.00520904587659302
"Pacific cod",21720,2004,20,24207.68,0.00866430222076913,0.103701811978162,125,0.00927537203892284,0.000373002288213388,0.000399309131467667
"Pacific cod",21720,2004,30,98307.33,0.0360885700307392,0.108316017116858,476,0.00496465650475528,0.00630928736771735,0.00086796025843717
"Pacific cod",21720,2004,40,236750.37,0.0262412588105325,0.177915886792721,660,0.00692536650088473,0.0110484171836734,0.0029158028890329
"Pacific cod",21720,2004,50,30267.8,-0.010152670382154,0.0901869643001154,41,0.0140848374880624,-0.000546494601090467,0.000758153998379853
"Pacific cod",21720,2004,60,112961.41,0.0547366060357972,0.0805829593900604,238,0.005223417433149,0.010995948664584,0.00104932391882384
"Pacific cod",21720,2005,10,45380.14,-0.0188883618672309,0.0933909765147174,216,0.00635445108448069,-0.00141433228546475,0.0004758117929104
"Pacific cod",21720,2005,20,28183.47,-0.00189981610380307,0.0999647744135854,108,0.00961911490286063,-8.83481291355695e-05,0.000447322666602633
"Pacific cod",21720,2005,30,105412.58,0.04820713457101,0.116248200286651,530,0.00504949914756832,0.00838484599304275,0.000878278144327257
"Pacific cod",21720,2005,40,235275.05,-0.013093350527081,0.106488550781404,1224,0.00304377263214783,-0.00508297529087355,0.00118162429457953
"Pacific cod",21720,2005,50,19314.82,0.0289082888092331,0.0845401762444813,33,0.0147165557147209,0.000921307018342127,0.000469016556298718
"Pacific cod",21720,2005,60,172484.24,0.0663217653631147,0.096002287900269,206,0.00668879634276461,0.018875428811957,0.00190365709528819
"Pacific cod",21720,2006,10,31001.41,-0.00505613788104035,0.116312556182065,171,0.00889464347828981,-0.000302777851651854,0.000532639953048834
